TICK TOCK GOLD,TIC TAC OR,Terminez 60 puzzles uniques de campagne dans les temps,fr
TICK TOCK GOLD,TYK-TAK ZŁOTO,Ukończ 60 unikalnych zagadek kampanii na czas,pl
TICK TOCK GOLD,ტიკ-ტაკ ოქრო,გაიარეთ 60 უნიკალური კამპანიის თავსატეხი დროში,ka
TICK TOCK GOLD,ТІК-ТАК ЗОЛОТО,Пройдіть 60 унікальних головоломок кампанії вчасно,uk
EASY DOES IT,FÁCIL Y LISTO,Completa todos los puzles fáciles de campaña,es
EASY DOES IT,KINDERLEICHT,Löse alle leichten Kampagnen-Rätsel,de
EASY DOES IT,FACILE COMME BONJOUR,Terminez tous les puzzles faciles de campagne,fr
EASY DOES IT,BUŁKA Z MASŁEM,Ukończ wszystkie łatwe zagadki,pl
EASY DOES IT,მარტივად გავიდა,გაიარეთ ყველა მარტივი კამპანიის თავსატეხი,ka
EASY DOES IT,ЛЕГКО ТА ПРОСТО,Пройдіть усі легкі головоломки кампанії,uk
MIDDLE MAN,EL DEL MEDIO,Completa todos los puzles medios de campaña,es
MIDDLE MAN,DIE MITTE,Löse alle mittleren Kampagnen-Rätsel,de
MIDDLE MAN,MILIEU DE GAMME,Terminez tous les puzzles moyens de campagne,fr
MIDDLE MAN,ŚREDNIAK,Ukończ wszystkie średnie zagadki,pl
MIDDLE MAN,შუა რგოლი,გაიარეთ ყველა საშუალო კამპანიის თავსატეხი,ka
MIDDLE MAN,СЕРЕДНЯ ЛАНКА,Пройдіть усі середні головоломки кампанії,uk
HARD KNOCKS,GOLPES DUROS,Completa todos los puzles difíciles de campaña,es
HARD KNOCKS,HARTE SCHLÄGE,Löse alle schweren Kampagnen-Rätsel,de
HARD KNOCKS,COUPS DURS,Terminez tous les puzzles difficiles de campagne,fr
HARD KNOCKS,CIĘŻKIE UDERZENIA,Ukończ wszystkie trudne zagadki,pl
HARD KNOCKS,მძიმე დარტყმები,გაიარეთ ყველა რთული კამპანიის თავსატეხი,ka
HARD KNOCKS,ВАЖКІ УДАРИ,Пройдіть усі складні головоломки кампанії,uk
THREE STAR DEBUT,DEBUT DE TRES ESTRELLAS,Gana las tres estrellas en un puzle de campaña,es
THREE STAR DEBUT,DREI-STERNE-DEBÜT,Verdiene alle drei Sterne in einem Kampagnen-Rätsel,de
THREE STAR DEBUT,DÉBUT TROIS ÉTOILES,Gagnez les trois étoiles sur un puzzle de campagne,fr
THREE STAR DEBUT,DEBIUT TRZECH GWIAZD,Zdobądź wszystkie trzy gwiazdy w zagadce kampanii,pl
THREE STAR DEBUT,სამი ვარსკვლავის დებიუტი,მოიპოვეთ სამივე ვარსკვლავი კამპანიის თავსატეხზე,ka
THREE STAR DEBUT,ДЕБЮТ ТРЬОХ ЗІРОК,Заробіть усі три зірки на головоломці кампанії,uk
UNDO NOTHING,SIN DESHACER,Completa un puzle difícil de campaña sin deshacer,es
UNDO NOTHING,KEIN RÜCKGÄNGIG,Löse ein schweres Kampagnen-Rätsel ohne Rückgängig,de
UNDO NOTHING,PAS D'ANNULATION,Terminez un puzzle de campagne difficile sans annulation,fr
UNDO NOTHING,BEZ COFANIA,Ukończ trudną zagadkę kampanii bez cofania,pl
UNDO NOTHING,დაბრუნების გარეშე,გაიარეთ რთული კამპანიის თავსატეხი დაბრუნების გარეშე,ka
UNDO NOTHING,БЕЗ СКАСУВАННЯ,Пройдіть складну головоломку кампанії без скасування,uk
AD FRIEND,AMIGO DEL ANUNCIO,Mira un anuncio con recompensa por pistas,es
AD FRIEND,WERBEFREUND,Sieh dir eine belohnte Werbung für Hinweise an,de
AD FRIEND,AMI DE LA PUB,Regardez une pub récompensée pour des indices,fr
AD FRIEND,PRZYJACIEL REKLAM,Obejrzyj reklamę z nagrodą za wskazówki,pl
AD FRIEND,რეკლამის მეგობარი,ნახეთ საჩუქრიანი რეკლამა მინიშნებებისთვის,ka
AD FRIEND,ДРУГ РЕКЛАМИ,Перегляньте рекламу з винагородою за підказки,uk
I'M BLUE,SOY AZUL,Rellena cada celda vacía con fichas azules,es
I'M BLUE,ICH BIN BLAU,Fülle jede leere Zelle mit blauen Feldern,de
I'M BLUE,JE SUIS BLEU,Remplissez chaque case vide avec des tuiles bleues,fr
I'M BLUE,JESTEM NIEBIESKI,Wypełnij każdą pustą komórkę niebieskimi kafelkami,pl
I'M BLUE,მე ლურჯი ვარ,შეავსეთ ყველა ცარიელი უჯრა ლურჯი ფილებით,ka
I'M BLUE,Я СИНІЙ,Заповніть кожну порожню клітинку синіми плитками,uk
YOU SHALL NOT PASS,NO PASARÁS,Intenta saltar un deslizante que no puede moverse,es
YOU SHALL NOT PASS,DU KOMMST NICHT VORBEI,"Versuche, einen Schieber zu bewegen, der sich nicht bewegen kann",de
YOU SHALL NOT PASS,TU NE PASSERAS PAS,Essayez de sauter avec un déplaçable qui ne peut pas bouger,fr
YOU SHALL NOT PASS,NIE PRZEJDZIESZ,"Spróbuj przesunąć przesuwny kafel, który nie może się ruszyć",pl
YOU SHALL NOT PASS,არ გაივლი,"სცადეთ გადაადგილება გადამტანით, რომელიც ვერ მოძრაობს",ka
YOU SHALL NOT PASS,ТИ НЕ ПРОЙДЕШ,"Спробуйте стрибнути зсувною плиткою, яка не може рухатися",uk
RULES READER,LECTOR DE REGLAS,Abre las reglas en diez niveles distintos,es
RULES READER,REGELLESER,Öffne die Regeln auf zehn verschiedenen Leveln,de
RULES READER,LECTEUR DES RÈGLES,Ouvrez les règles sur dix niveaux différents,fr
RULES READER,CZYTELNIK ZASAD,Otwórz zasady na dziesięciu różnych poziomach,pl
RULES READER,წესების მკითხველი,გახსენით წესები ათ სხვადასხვა დონეზე,ka
RULES READER,ЧИТАЧ ПРАВИЛ,Відкрийте правила на десяти різних рівнях,uk
PURPLE RAIN,LLUVIA MORADA,Haz 30 deslizamientos morados,es
PURPLE RAIN,LILA REGEN,Mache 30 Schieber-Rutschen,de
PURPLE RAIN,PLUIE VIOLETTE,Effectuez 30 glissades violettes,fr
PURPLE RAIN,FIOLETOWY DESZCZ,Wykonaj 30 przesunięć fioletowych,pl
PURPLE RAIN,იასამნისფერი წვიმა,გააკეთეთ 30 გადამტანის სვლა,ka
PURPLE RAIN,ФІОЛЕТОВИЙ ДОЩ,Зробіть 30 зсувів фіолетових плиток,uk
YELLOW SUBMARINE,SUBMARINO AMARILLO,Rellena cada celda vacía con fichas amarillas,es
YELLOW SUBMARINE,GELBES U-BOOT,Fülle jede leere Zelle mit gelben Feldern,de
YELLOW SUBMARINE,SOUS-MARIN JAUNE,Remplissez chaque case vide avec des tuiles jaunes,fr
YELLOW SUBMARINE,ŻÓŁTA ŁÓDŹ PODWODNA,Wypełnij każdą pustą komórkę żółtymi kafelkami,pl
YELLOW SUBMARINE,ყვითელი წყალქვეშა ნავი,შეავსეთ ყველა ცარიელი უჯრა ყვითელი ფილებით,ka
YELLOW SUBMARINE,ЖОВТИЙ ПІДВОДНИЙ ЧОВЕН,Заповніть кожну порожню клітинку жовтими плитками,uk
PAUSE THINKER,PENSADOR EN PAUSA,Pausa tres minutos en una partida y gana igualmente,es
PAUSE THINKER,DENKPAUSE,Pausiere drei Minuten in einem Lauf und gewinne trotzdem,de
PAUSE THINKER,PAUSE RÉFLEXION,Mettez en pause trois minutes dans une partie et gagnez quand même,fr
PAUSE THINKER,MYŚLICIEL PAUZY,Zatrzymaj grę na trzy minuty w jednym podejściu i i tak wygraj,pl
PAUSE THINKER,დაფიქრების პაუზა,დააპაუზეთ სამი წუთით ერთ გავლაში და მაინც გაიმარჯვეთ,ka
PAUSE THINKER,МИСЛИТЕЛЬ НА ПАУЗІ,Поставте на паузу на три хвилини за один прохід і все одно переможіть,uk
GREEN SCREEN,PANTALLA VERDE,Rellena cada celda vacía con fichas verdes,es
GREEN SCREEN,GREENSCREEN,Fülle jede leere Zelle mit grünen Feldern,de
GREEN SCREEN,FOND VERT,Remplissez chaque case vide avec des tuiles vertes,fr
GREEN SCREEN,ZIELONY EKRAN,Wypełnij każdą pustą komórkę zielonymi kafelkami,pl
GREEN SCREEN,მწვანე ეკრანი,შეავსეთ ყველა ცარიელი უჯრა მწვანე ფილებით,ka
GREEN SCREEN,ЗЕЛЕНИЙ ЕКРАН,Заповніть кожну порожню клітинку зеленими плитками,uk
CTRL+Z,CTRL+Z,Usa deshacer 50 veces en total,es
CTRL+Z,CTRL+Z,Benutze Rückgängig insgesamt 50 Mal,de
CTRL+Z,CTRL+Z,Utilisez Annuler 50 fois au total,fr
CTRL+Z,CTRL+Z,Użyj Cofnij łącznie 50 razy,pl
CTRL+Z,CTRL+Z,გამოიყენეთ გაუქმება სულ 50-ჯერ,ka
CTRL+Z,CTRL+Z,Використайте Скасувати 50 разів загалом,uk
CTRL+Y,CTRL+Y,Usa rehacer 50 veces en total,es
CTRL+Y,CTRL+Y,Benutze Wiederholen insgesamt 50 Mal,de
CTRL+Y,CTRL+Y,Utilisez Rétablir 50 fois au total,fr
CTRL+Y,CTRL+Y,Użyj Ponów łącznie 50 razy,pl
CTRL+Y,CTRL+Y,გამოიყენეთ გამეორება სულ 50-ჯერ,ka
CTRL+Y,CTRL+Y,Використайте Повторити 50 разів загалом,uk
